taxon 1,taxon 2,Cij,Iij
Norovirus_GII.1e,Norovirus_GIII.1j,0.873913,0.126087
Norovirus_GII.1e,Norovirus_GIV.1a,0.922283,0.0777174
Norovirus_GII.1e,Norovirus_GIV.1b,0.907609,0.0923913
Norovirus_GII.1e,Norovirus_GIV.1c,0.907065,0.0929348
Norovirus_GII.1e,Norovirus_GIV.1d,0.909239,0.0907609
Norovirus_GII.1e,Norovirus_GIV.1e,0.922283,0.0777174
Norovirus_GII.1e,Norovirus_GIV.1f,0.922283,0.0777174
Norovirus_GII.1e,Norovirus_GIV.1g,0.922283,0.0777174
Norovirus_GII.1e,Norovirus_GIV.1h,0.922283,0.0777174
Norovirus_GII.1e,Norovirus_GIV.1i,0.917391,0.0826087
Norovirus_GII.1e,Norovirus_GIV.1j,0.917391,0.0826087
Norovirus_GII.1e,Norovirus_GV.1a,0.884783,0.115217
Norovirus_GII.1e,Norovirus_GV.1b,0.888587,0.111413
Norovirus_GII.1e,Norovirus_GV.1c,0.888043,0.111957
Norovirus_GII.1e,Norovirus_GV.1d,0.885326,0.114674
Norovirus_GII.1e,Norovirus_GV.1e,0.884783,0.115217
Norovirus_GII.1e,Norovirus_GV.1f,0.885326,0.114674
Norovirus_GII.1e,Norovirus_GV.1g,0.885326,0.114674
Norovirus_GII.1e,Norovirus_GV.1h,0.884783,0.115217
Norovirus_GII.1e,Norovirus_GV.1i,0.884783,0.115217
Norovirus_GII.1e,Norovirus_GV.1j,0.884783,0.115217
Norovirus_GII.1e,Norovirus_GVI.1a,0.922283,0.0777174
Norovirus_GII.1e,Norovirus_GVI.1b,0.922283,0.0777174
Norovirus_GII.1e,Norovirus_GVI.1c,0.922283,0.0777174
Norovirus_GII.1e,Norovirus_GVI.1d,0.917391,0.0826087
Norovirus_GII.1e,Norovirus_GVI.1e,0.917391,0.0826087
Norovirus_GII.1e,Norovirus_GVI.1f,0.918478,0.0815217
Norovirus_GII.1e,Norovirus_GVI.1g,0.919565,0.0804348
Norovirus_GII.1e,Norovirus_GVI.1h,0.917935,0.0820652
Norovirus_GII.1e,Norovirus_GVI.1i,0.916304,0.0836957
Norovirus_GII.1e,Norovirus_GVI.1j,0.916304,0.0836957
Norovirus_GII.1e,Norovirus_GVII.1a,0.909783,0.0902174
Norovirus_GII.1e,Norovirus_GVIII.1a,0.920109,0.0798913
Norovirus_GII.1e,Norwalk-like_virus,0.92337,0.0766304
Norovirus_GII.1f,Norovirus_GII.1g,0.92337,0.0766304
Norovirus_GII.1f,Norovirus_GII.1h,0.919565,0.0804348
Norovirus_GII.1f,Norovirus_GII.1i,0.919565,0.0804348
Norovirus_GII.1f,Norovirus_GII.1j,0.919565,0.0804348
Norovirus_GII.1f,Norovirus_GIII.1a,0.872826,0.127174
Norovirus_GII.1f,Norovirus_GIII.1b,0.872826,0.127174
Norovirus_GII.1f,Norovirus_GIII.1c,0.871739,0.128261
Norovirus_GII.1f,Norovirus_GIII.1d,0.872826,0.127174
Norovirus_GII.1f,Norovirus_GIII.1e,0.872826,0.127174
Norovirus_GII.1f,Norovirus_GIII.1f,0.872826,0.127174
Norovirus_GII.1f,Norovirus_GIII.1g,0.872826,0.127174
Norovirus_GII.1f,Norovirus_GIII.1h,0.872826,0.127174
Norovirus_GII.1f,Norovirus_GIII.1i,0.872826,0.127174
Norovirus_GII.1f,Norovirus_GIII.1j,0.872826,0.127174
Norovirus_GII.1f,Norovirus_GIV.1a,0.920652,0.0793478
Norovirus_GII.1f,Norovirus_GIV.1b,0.908152,0.0918478
Norovirus_GII.1f,Norovirus_GIV.1c,0.905978,0.0940217
Norovirus_GII.1f,Norovirus_GIV.1d,0.908696,0.0913043
Norovirus_GII.1f,Norovirus_GIV.1e,0.920652,0.0793478
Norovirus_GII.1f,Norovirus_GIV.1f,0.920652,0.0793478
Norovirus_GII.1f,Norovirus_GIV.1g,0.920652,0.0793478
Norovirus_GII.1f,Norovirus_GIV.1h,0.920652,0.0793478
Norovirus_GII.1f,Norovirus_GIV.1i,0.915761,0.0842391
Norovirus_GII.1f,Norovirus_GIV.1j,0.915761,0.0842391
Norovirus_GII.1f,Norovirus_GV.1a,0.883696,0.116304
Norovirus_GII.1f,Norovirus_GV.1b,0.8875,0.1125
Norovirus_GII.1f,Norovirus_GV.1c,0.886957,0.113043
Norovirus_GII.1f,Norovirus_GV.1d,0.884239,0.115761
Norovirus_GII.1f,Norovirus_GV.1e,0.883696,0.116304
Norovirus_GII.1f,Norovirus_GV.1f,0.884239,0.115761
Norovirus_GII.1f,Norovirus_GV.1g,0.884239,0.115761
Norovirus_GII.1f,Norovirus_GV.1h,0.883696,0.116304
Norovirus_GII.1f,Norovirus_GV.1i,0.883696,0.116304
Norovirus_GII.1f,Norovirus_GV.1j,0.883696,0.116304
Norovirus_GII.1f,Norovirus_GVI.1a,0.920652,0.0793478
Norovirus_GII.1f,Norovirus_GVI.1b,0.920652,0.0793478
Norovirus_GII.1f,Norovirus_GVI.1c,0.920652,0.0793478
Norovirus_GII.1f,Norovirus_GVI.1d,0.915761,0.0842391
Norovirus_GII.1f,Norovirus_GVI.1e,0.915761,0.0842391
Norovirus_GII.1f,Norovirus_GVI.1f,0.916848,0.0831522
Norovirus_GII.1f,Norovirus_GVI.1g,0.917935,0.0820652
Norovirus_GII.1f,Norovirus_GVI.1h,0.916304,0.0836957
Norovirus_GII.1f,Norovirus_GVI.1i,0.914674,0.0853261
Norovirus_GII.1f,Norovirus_GVI.1j,0.914674,0.0853261
Norovirus_GII.1f,Norovirus_GVII.1a,0.908696,0.0913043
Norovirus_GII.1f,Norovirus_GVIII.1a,0.919022,0.0809783
Norovirus_GII.1f,Norwalk-like_virus,0.922283,0.0777174
Norovirus_GII.1g,Norovirus_GII.1h,0.919565,0.0804348
Norovirus_GII.1g,Norovirus_GII.1i,0.919565,0.0804348
Norovirus_GII.1g,Norovirus_GII.1j,0.919565,0.0804348
Norovirus_GII.1g,Norovirus_GIII.1a,0.872826,0.127174
Norovirus_GII.1g,Norovirus_GIII.1b,0.872826,0.127174
Norovirus_GII.1g,Norovirus_GIII.1c,0.871739,0.128261
Norovirus_GII.1g,Norovirus_GIII.1d,0.872826,0.127174
Norovirus_GII.1g,Norovirus_GIII.1e,0.872826,0.127174
Norovirus_GII.1g,Norovirus_GIII.1f,0.872826,0.127174
Norovirus_GII.1g,Norovirus_GIII.1g,0.872826,0.127174
Norovirus_GII.1g,Norovirus_GIII.1h,0.872826,0.127174
Norovirus_GII.1g,Norovirus_GIII.1i,0.872826,0.127174
Norovirus_GII.1g,Norovirus_GIII.1j,0.872826,0.127174
Norovirus_GII.1g,Norovirus_GIV.1a,0.920652,0.0793478
Norovirus_GII.1g,Norovirus_GIV.1b,0.908152,0.0918478
Norovirus_GII.1g,Norovirus_GIV.1c,0.905978,0.0940217
Norovirus_GII.1g,Norovirus_GIV.1d,0.908696,0.0913043
Norovirus_GII.1g,Norovirus_GIV.1e,0.920652,0.0793478
Norovirus_GII.1g,Norovirus_GIV.1f,0.920652,0.0793478
Norovirus_GII.1g,Norovirus_GIV.1g,0.920652,0.0793478
Norovirus_GII.1g,Norovirus_GIV.1h,0.920652,0.0793478
Norovirus_GII.1g,Norovirus_GIV.1i,0.915761,0.0842391
Norovirus_GII.1g,Norovirus_GIV.1j,0.915761,0.0842391
Norovirus_GII.1g,Norovirus_GV.1a,0.883696,0.116304
Norovirus_GII.1g,Norovirus_GV.1b,0.8875,0.1125
Norovirus_GII.1g,Norovirus_GV.1c,0.886957,0.113043
Norovirus_GII.1g,Norovirus_GV.1d,0.884239,0.115761
Norovirus_GII.1g,Norovirus_GV.1e,0.883696,0.116304
Norovirus_GII.1g,Norovirus_GV.1f,0.884239,0.115761
Norovirus_GII.1g,Norovirus_GV.1g,0.884239,0.115761
Norovirus_GII.1g,Norovirus_GV.1h,0.883696,0.116304
Norovirus_GII.1g,Norovirus_GV.1i,0.883696,0.116304
Norovirus_GII.1g,Norovirus_GV.1j,0.883696,0.116304
Norovirus_GII.1g,Norovirus_GVI.1a,0.920652,0.0793478
Norovirus_GII.1g,Norovirus_GVI.1b,0.920652,0.0793478
Norovirus_GII.1g,Norovirus_GVI.1c,0.920652,0.0793478
Norovirus_GII.1g,Norovirus_GVI.1d,0.915761,0.0842391
Norovirus_GII.1g,Norovirus_GVI.1e,0.915761,0.0842391
Norovirus_GII.1g,Norovirus_GVI.1f,0.916848,0.0831522
Norovirus_GII.1g,Norovirus_GVI.1g,0.917935,0.0820652
Norovirus_GII.1g,Norovirus_GVI.1h,0.916304,0.0836957
Norovirus_GII.1g,Norovirus_GVI.1i,0.914674,0.0853261
Norovirus_GII.1g,Norovirus_GVI.1j,0.914674,0.0853261
Norovirus_GII.1g,Norovirus_GVII.1a,0.908696,0.0913043
Norovirus_GII.1g,Norovirus_GVIII.1a,0.919022,0.0809783
Norovirus_GII.1g,Norwalk-like_virus,0.922283,0.0777174
Norovirus_GII.1h,Norovirus_GII.1i,0.929891,0.0701087
Norovirus_GII.1h,Norovirus_GII.1j,0.929891,0.0701087
Norovirus_GII.1h,Norovirus_GIII.1a,0.876087,0.123913
Norovirus_GII.1h,Norovirus_GIII.1b,0.876087,0.123913
Norovirus_GII.1h,Norovirus_GIII.1c,0.875,0.125
Norovirus_GII.1h,Norovirus_GIII.1d,0.876087,0.123913
Norovirus_GII.1h,Norovirus_GIII.1e,0.876087,0.123913
Norovirus_GII.1h,Norovirus_GIII.1f,0.876087,0.123913
Norovirus_GII.1h,Norovirus_GIII.1g,0.876087,0.123913
Norovirus_GII.1h,Norovirus_GIII.1h,0.876087,0.123913
Norovirus_GII.1h,Norovirus_GIII.1i,0.876087,0.123913
Norovirus_GII.1h,Norovirus_GIII.1j,0.876087,0.123913
Norovirus_GII.1h,Norovirus_GIV.1a,0.926087,0.073913
Norovirus_GII.1h,Norovirus_GIV.1b,0.907065,0.0929348
Norovirus_GII.1h,Norovirus_GIV.1c,0.908696,0.0913043
Norovirus_GII.1h,Norovirus_GIV.1d,0.908696,0.0913043
Norovirus_GII.1h,Norovirus_GIV.1e,0.926087,0.073913
Norovirus_GII.1h,Norovirus_GIV.1f,0.926087,0.073913
Norovirus_GII.1h,Norovirus_GIV.1g,0.926087,0.073913
Norovirus_GII.1h,Norovirus_GIV.1h,0.926087,0.073913
Norovirus_GII.1h,Norovirus_GIV.1i,0.921196,0.0788043
Norovirus_GII.1h,Norovirus_GIV.1j,0.921196,0.0788043
Norovirus_GII.1h,Norovirus_GV.1a,0.8875,0.1125
Norovirus_GII.1h,Norovirus_GV.1b,0.892391,0.107609
Norovirus_GII.1h,Norovirus_GV.1c,0.891848,0.108152
Norovirus_GII.1h,Norovirus_GV.1d,0.888043,0.111957
Norovirus_GII.1h,Norovirus_GV.1e,0.8875,0.1125
Norovirus_GII.1h,Norovirus_GV.1f,0.888043,0.111957
Norovirus_GII.1h,Norovirus_GV.1g,0.888043,0.111957
Norovirus_GII.1h,Norovirus_GV.1h,0.8875,0.1125
Norovirus_GII.1h,Norovirus_GV.1i,0.8875,0.1125
Norovirus_GII.1h,Norovirus_GV.1j,0.8875,0.1125
Norovirus_GII.1h,Norovirus_GVI.1a,0.926087,0.073913
Norovirus_GII.1h,Norovirus_GVI.1b,0.926087,0.073913
Norovirus_GII.1h,Norovirus_GVI.1c,0.926087,0.073913
Norovirus_GII.1h,Norovirus_GVI.1d,0.922283,0.0777174
Norovirus_GII.1h,Norovirus_GVI.1e,0.922283,0.0777174
Norovirus_GII.1h,Norovirus_GVI.1f,0.922283,0.0777174
Norovirus_GII.1h,Norovirus_GVI.1g,0.92337,0.0766304
Norovirus_GII.1h,Norovirus_GVI.1h,0.921739,0.0782609
Norovirus_GII.1h,Norovirus_GVI.1i,0.920109,0.0798913
Norovirus_GII.1h,Norovirus_GVI.1j,0.920109,0.0798913
Norovirus_GII.1h,Norovirus_GVII.1a,0.911413,0.088587
Norovirus_GII.1h,Norovirus_GVIII.1a,0.917391,0.0826087
Norovirus_GII.1h,Norwalk-like_virus,0.919565,0.0804348
Norovirus_GII.1i,Norovirus_GII.1j,0.929891,0.0701087
Norovirus_GII.1i,Norovirus_GIII.1a,0.876087,0.123913
Norovirus_GII.1i,Norovirus_GIII.1b,0.876087,0.123913
Norovirus_GII.1i,Norovirus_GIII.1c,0.875,0.125
Norovirus_GII.1i,Norovirus_GIII.1d,0.876087,0.123913
Norovirus_GII.1i,Norovirus_GIII.1e,0.876087,0.123913
Norovirus_GII.1i,Norovirus_GIII.1f,0.876087,0.123913
Norovirus_GII.1i,Norovirus_GIII.1g,0.876087,0.123913
Norovirus_GII.1i,Norovirus_GIII.1h,0.876087,0.123913
Norovirus_GII.1i,Norovirus_GIII.1i,0.876087,0.123913
Norovirus_GII.1i,Norovirus_GIII.1j,0.876087,0.123913
Norovirus_GII.1i,Norovirus_GIV.1a,0.926087,0.073913
Norovirus_GII.1i,Norovirus_GIV.1b,0.907065,0.0929348
Norovirus_GII.1i,Norovirus_GIV.1c,0.908696,0.0913043
Norovirus_GII.1i,Norovirus_GIV.1d,0.908696,0.0913043
Norovirus_GII.1i,Norovirus_GIV.1e,0.926087,0.073913
Norovirus_GII.1i,Norovirus_GIV.1f,0.926087,0.073913
Norovirus_GII.1i,Norovirus_GIV.1g,0.926087,0.073913
Norovirus_GII.1i,Norovirus_GIV.1h,0.926087,0.073913
Norovirus_GII.1i,Norovirus_GIV.1i,0.921196,0.0788043
Norovirus_GII.1i,Norovirus_GIV.1j,0.921196,0.0788043
Norovirus_GII.1i,Norovirus_GV.1a,0.8875,0.1125
Norovirus_GII.1i,Norovirus_GV.1b,0.892391,0.107609
Norovirus_GII.1i,Norovirus_GV.1c,0.891848,0.108152
Norovirus_GII.1i,Norovirus_GV.1d,0.888043,0.111957
Norovirus_GII.1i,Norovirus_GV.1e,0.8875,0.1125
Norovirus_GII.1i,Norovirus_GV.1f,0.888043,0.111957
Norovirus_GII.1i,Norovirus_GV.1g,0.888043,0.111957
Norovirus_GII.1i,Norovirus_GV.1h,0.8875,0.1125
Norovirus_GII.1i,Norovirus_GV.1i,0.8875,0.1125
Norovirus_GII.1i,Norovirus_GV.1j,0.8875,0.1125
Norovirus_GII.1i,Norovirus_GVI.1a,0.926087,0.073913
Norovirus_GII.1i,Norovirus_GVI.1b,0.926087,0.073913
Norovirus_GII.1i,Norovirus_GVI.1c,0.926087,0.073913
Norovirus_GII.1i,Norovirus_GVI.1d,0.922283,0.0777174
Norovirus_GII.1i,Norovirus_GVI.1e,0.922283,0.0777174
Norovirus_GII.1i,Norovirus_GVI.1f,0.922283,0.0777174
Norovirus_GII.1i,Norovirus_GVI.1g,0.92337,0.0766304
Norovirus_GII.1i,Norovirus_GVI.1h,0.921739,0.0782609
Norovirus_GII.1i,Norovirus_GVI.1i,0.920109,0.0798913
Norovirus_GII.1i,Norovirus_GVI.1j,0.920109,0.0798913
Norovirus_GII.1i,Norovirus_GVII.1a,0.911413,0.088587
Norovirus_GII.1i,Norovirus_GVIII.1a,0.917391,0.0826087
Norovirus_GII.1i,Norwalk-like_virus,0.919565,0.0804348
Norovirus_GII.1j,Norovirus_GIII.1a,0.876087,0.123913
Norovirus_GII.1j,Norovirus_GIII.1b,0.876087,0.123913
Norovirus_GII.1j,Norovirus_GIII.1c,0.875,0.125
Norovirus_GII.1j,Norovirus_GIII.1d,0.876087,0.123913
Norovirus_GII.1j,Norovirus_GIII.1e,0.876087,0.123913
Norovirus_GII.1j,Norovirus_GIII.1f,0.876087,0.123913
Norovirus_GII.1j,Norovirus_GIII.1g,0.876087,0.123913
Norovirus_GII.1j,Norovirus_GIII.1h,0.876087,0.123913
Norovirus_GII.1j,Norovirus_GIII.1i,0.876087,0.123913
Norovirus_GII.1j,Norovirus_GIII.1j,0.876087,0.123913
Norovirus_GII.1j,Norovirus_GIV.1a,0.926087,0.073913
Norovirus_GII.1j,Norovirus_GIV.1b,0.907065,0.0929348
Norovirus_GII.1j,Norovirus_GIV.1c,0.908696,0.0913043
Norovirus_GII.1j,Norovirus_GIV.1d,0.908696,0.0913043
Norovirus_GII.1j,Norovirus_GIV.1e,0.926087,0.073913
Norovirus_GII.1j,Norovirus_GIV.1f,0.926087,0.073913
Norovirus_GII.1j,Norovirus_GIV.1g,0.926087,0.073913
Norovirus_GII.1j,Norovirus_GIV.1h,0.926087,0.073913
Norovirus_GII.1j,Norovirus_GIV.1i,0.921196,0.0788043
Norovirus_GII.1j,Norovirus_GIV.1j,0.921196,0.0788043
Norovirus_GII.1j,Norovirus_GV.1a,0.8875,0.1125
Norovirus_GII.1j,Norovirus_GV.1b,0.892391,0.107609
Norovirus_GII.1j,Norovirus_GV.1c,0.891848,0.108152
Norovirus_GII.1j,Norovirus_GV.1d,0.888043,0.111957
Norovirus_GII.1j,Norovirus_GV.1e,0.8875,0.1125
Norovirus_GII.1j,Norovirus_GV.1f,0.888043,0.111957
Norovirus_GII.1j,Norovirus_GV.1g,0.888043,0.111957
Norovirus_GII.1j,Norovirus_GV.1h,0.8875,0.1125
Norovirus_GII.1j,Norovirus_GV.1i,0.8875,0.1125
Norovirus_GII.1j,Norovirus_GV.1j,0.8875,0.1125
Norovirus_GII.1j,Norovirus_GVI.1a,0.926087,0.073913
Norovirus_GII.1j,Norovirus_GVI.1b,0.926087,0.073913
Norovirus_GII.1j,Norovirus_GVI.1c,0.926087,0.073913
Norovirus_GII.1j,Norovirus_GVI.1d,0.922283,0.0777174
Norovirus_GII.1j,Norovirus_GVI.1e,0.922283,0.0777174
Norovirus_GII.1j,Norovirus_GVI.1f,0.922283,0.0777174
Norovirus_GII.1j,Norovirus_GVI.1g,0.92337,0.0766304
Norovirus_GII.1j,Norovirus_GVI.1h,0.921739,0.0782609
Norovirus_GII.1j,Norovirus_GVI.1i,0.920109,0.0798913
Norovirus_GII.1j,Norovirus_GVI.1j,0.920109,0.0798913
Norovirus_GII.1j,Norovirus_GVII.1a,0.911413,0.088587
Norovirus_GII.1j,Norovirus_GVIII.1a,0.917391,0.0826087
Norovirus_GII.1j,Norwalk-like_virus,0.919565,0.0804348
Norovirus_GIII.1a,Norovirus_GIII.1b,0.915217,0.0847826
Norovirus_GIII.1a,Norovirus_GIII.1c,0.91413,0.0858696
Norovirus_GIII.1a,Norovirus_GIII.1d,0.915217,0.0847826
Norovirus_GIII.1a,Norovirus_GIII.1e,0.915217,0.0847826
Norovirus_GIII.1a,Norovirus_GIII.1f,0.915217,0.0847826
Norovirus_GIII.1a,Norovirus_GIII.1g,0.915217,0.0847826
Norovirus_GIII.1a,Norovirus_GIII.1h,0.915217,0.0847826
Norovirus_GIII.1a,Norovirus_GIII.1i,0.915217,0.0847826
Norovirus_GIII.1a,Norovirus_GIII.1j,0.915217,0.0847826
Norovirus_GIII.1a,Norovirus_GIV.1a,0.891304,0.108696
Norovirus_GIII.1a,Norovirus_GIV.1b,0.865761,0.134239
Norovirus_GIII.1a,Norovirus_GIV.1c,0.870109,0.129891
Norovirus_GIII.1a,Norovirus_GIV.1d,0.866304,0.133696
Norovirus_GIII.1a,Norovirus_GIV.1e,0.891304,0.108696
Norovirus_GIII.1a,Norovirus_GIV.1f,0.891304,0.108696
Norovirus_GIII.1a,Norovirus_GIV.1g,0.891304,0.108696
Norovirus_GIII.1a,Norovirus_GIV.1h,0.891304,0.108696
Norovirus_GIII.1a,Norovirus_GIV.1i,0.886957,0.113043
Norovirus_GIII.1a,Norovirus_GIV.1j,0.886957,0.113043
Norovirus_GIII.1a,Norovirus_GV.1a,0.872826,0.127174
Norovirus_GIII.1a,Norovirus_GV.1b,0.876087,0.123913
Norovirus_GIII.1a,Norovirus_GV.1c,0.875543,0.124457
Norovirus_GIII.1a,Norovirus_GV.1d,0.87337,0.12663
Norovirus_GIII.1a,Norovirus_GV.1e,0.87337,0.12663
Norovirus_GIII.1a,Norovirus_GV.1f,0.87337,0.12663
Norovirus_GIII.1a,Norovirus_GV.1g,0.87337,0.12663
Norovirus_GIII.1a,Norovirus_GV.1h,0.872826,0.127174
Norovirus_GIII.1a,Norovirus_GV.1i,0.872826,0.127174
Norovirus_GIII.1a,Norovirus_GV.1j,0.872826,0.127174
Norovirus_GIII.1a,Norovirus_GVI.1a,0.891304,0.108696
Norovirus_GIII.1a,Norovirus_GVI.1b,0.891304,0.108696
Norovirus_GIII.1a,Norovirus_GVI.1c,0.890217,0.109783
Norovirus_GIII.1a,Norovirus_GVI.1d,0.88913,0.11087
Norovirus_GIII.1a,Norovirus_GVI.1e,0.88913,0.11087
Norovirus_GIII.1a,Norovirus_GVI.1f,0.8875,0.1125
Norovirus_GIII.1a,Norovirus_GVI.1g,0.8875,0.1125
Norovirus_GIII.1a,Norovirus_GVI.1h,0.88587,0.11413
Norovirus_GIII.1a,Norovirus_GVI.1i,0.883696,0.116304
Norovirus_GIII.1a,Norovirus_GVI.1j,0.883696,0.116304
Norovirus_GIII.1a,Norovirus_GVII.1a,0.872826,0.127174
Norovirus_GIII.1a,Norovirus_GVIII.1a,0.871196,0.128804
Norovirus_GIII.1a,Norwalk-like_virus,0.872826,0.127174
Norovirus_GIII.1b,Norovirus_GIII.1c,0.91413,0.0858696
Norovirus_GIII.1b,Norovirus_GIII.1d,0.915217,0.0847826
Norovirus_GIII.1b,Norovirus_GIII.1e,0.915217,0.0847826
Norovirus_GIII.1b,Norovirus_GIII.1f,0.915217,0.0847826
Norovirus_GIII.1b,Norovirus_GIII.1g,0.915217,0.0847826
Norovirus_GIII.1b,Norovirus_GIII.1h,0.915217,0.0847826
Norovirus_GIII.1b,Norovirus_GIII.1i,0.915217,0.0847826
Norovirus_GIII.1b,Norovirus_GIII.1j,0.915217,0.0847826
Norovirus_GIII.1b,Norovirus_GIV.1a,0.891304,0.108696
Norovirus_GIII.1b,Norovirus_GIV.1b,0.865761,0.134239
Norovirus_GIII.1b,Norovirus_GIV.1c,0.870109,0.129891
Norovirus_GIII.1b,Norovirus_GIV.1d,0.866304,0.133696
Norovirus_GIII.1b,Norovirus_GIV.1e,0.891304,0.108696
Norovirus_GIII.1b,Norovirus_GIV.1f,0.891304,0.108696
Norovirus_GIII.1b,Norovirus_GIV.1g,0.891304,0.108696
Norovirus_GIII.1b,Norovirus_GIV.1h,0.891304,0.108696
Norovirus_GIII.1b,Norovirus_GIV.1i,0.886957,0.113043
Norovirus_GIII.1b,Norovirus_GIV.1j,0.886957,0.113043
Norovirus_GIII.1b,Norovirus_GV.1a,0.872826,0.127174
Norovirus_GIII.1b,Norovirus_GV.1b,0.876087,0.123913
Norovirus_GIII.1b,Norovirus_GV.1c,0.875543,0.124457
Norovirus_GIII.1b,Norovirus_GV.1d,0.87337,0.12663
Norovirus_GIII.1b,Norovirus_GV.1e,0.87337,0.12663
Norovirus_GIII.1b,Norovirus_GV.1f,0.87337,0.12663
Norovirus_GIII.1b,Norovirus_GV.1g,0.87337,0.12663
Norovirus_GIII.1b,Norovirus_GV.1h,0.872826,0.127174
Norovirus_GIII.1b,Norovirus_GV.1i,0.872826,0.127174
Norovirus_GIII.1b,Norovirus_GV.1j,0.872826,0.127174
Norovirus_GIII.1b,Norovirus_GVI.1a,0.891304,0.108696
Norovirus_GIII.1b,Norovirus_GVI.1b,0.891304,0.108696
Norovirus_GIII.1b,Norovirus_GVI.1c,0.890217,0.109783
Norovirus_GIII.1b,Norovirus_GVI.1d,0.88913,0.11087
Norovirus_GIII.1b,Norovirus_GVI.1e,0.88913,0.11087
Norovirus_GIII.1b,Norovirus_GVI.1f,0.8875,0.1125
Norovirus_GIII.1b,Norovirus_GVI.1g,0.8875,0.1125
Norovirus_GIII.1b,Norovirus_GVI.1h,0.88587,0.11413
Norovirus_GIII.1b,Norovirus_GVI.1i,0.883696,0.116304
Norovirus_GIII.1b,Norovirus_GVI.1j,0.883696,0.116304
Norovirus_GIII.1b,Norovirus_GVII.1a,0.872826,0.127174
Norovirus_GIII.1b,Norovirus_GVIII.1a,0.871196,0.128804
Norovirus_GIII.1b,Norwalk-like_virus,0.872826,0.127174
Norovirus_GIII.1c,Norovirus_GIII.1d,0.91413,0.0858696
Norovirus_GIII.1c,Norovirus_GIII.1e,0.91413,0.0858696
Norovirus_GIII.1c,Norovirus_GIII.1f,0.91413,0.0858696
Norovirus_GIII.1c,Norovirus_GIII.1g,0.91413,0.0858696
Norovirus_GIII.1c,Norovirus_GIII.1h,0.91413,0.0858696
Norovirus_GIII.1c,Norovirus_GIII.1i,0.91413,0.0858696
Norovirus_GIII.1c,Norovirus_GIII.1j,0.91413,0.0858696
Norovirus_GIII.1c,Norovirus_GIV.1a,0.890217,0.109783
Norovirus_GIII.1c,Norovirus_GIV.1b,0.864674,0.135326
Norovirus_GIII.1c,Norovirus_GIV.1c,0.869022,0.130978
Norovirus_GIII.1c,Norovirus_GIV.1d,0.865217,0.134783
Norovirus_GIII.1c,Norovirus_GIV.1e,0.890217,0.109783
Norovirus_GIII.1c,Norovirus_GIV.1f,0.890217,0.109783
Norovirus_GIII.1c,Norovirus_GIV.1g,0.890217,0.109783
Norovirus_GIII.1c,Norovirus_GIV.1h,0.890217,0.109783
Norovirus_GIII.1c,Norovirus_GIV.1i,0.88587,0.11413
Norovirus_GIII.1c,Norovirus_GIV.1j,0.88587,0.11413
Norovirus_GIII.1c,Norovirus_GV.1a,0.871739,0.128261
Norovirus_GIII.1c,Norovirus_GV.1b,0.875,0.125
Norovirus_GIII.1c,Norovirus_GV.1c,0.874457,0.125543
Norovirus_GIII.1c,Norovirus_GV.1d,0.872283,0.127717
Norovirus_GIII.1c,Norovirus_GV.1e,0.872283,0.127717
Norovirus_GIII.1c,Norovirus_GV.1f,0.872283,0.127717
Norovirus_GIII.1c,Norovirus_GV.1g,0.872283,0.127717
Norovirus_GIII.1c,Norovirus_GV.1h,0.871739,0.128261
Norovirus_GIII.1c,Norovirus_GV.1i,0.871739,0.128261
Norovirus_GIII.1c,Norovirus_GV.1j,0.871739,0.128261
Norovirus_GIII.1c,Norovirus_GVI.1a,0.890217,0.109783
Norovirus_GIII.1c,Norovirus_GVI.1b,0.890217,0.109783
Norovirus_GIII.1c,Norovirus_GVI.1c,0.88913,0.11087
Norovirus_GIII.1c,Norovirus_GVI.1d,0.888043,0.111957
Norovirus_GIII.1c,Norovirus_GVI.1e,0.888043,0.111957
Norovirus_GIII.1c,Norovirus_GVI.1f,0.886413,0.113587
Norovirus_GIII.1c,Norovirus_GVI.1g,0.886413,0.113587
Norovirus_GIII.1c,Norovirus_GVI.1h,0.884783,0.115217
Norovirus_GIII.1c,Norovirus_GVI.1i,0.882609,0.117391
Norovirus_GIII.1c,Norovirus_GVI.1j,0.882609,0.117391
Norovirus_GIII.1c,Norovirus_GVII.1a,0.871739,0.128261
Norovirus_GIII.1c,Norovirus_GVIII.1a,0.870109,0.129891
Norovirus_GIII.1c,Norwalk-like_virus,0.871739,0.128261
Norovirus_GIII.1d,Norovirus_GIII.1e,0.915217,0.0847826
Norovirus_GIII.1d,Norovirus_GIII.1f,0.915217,0.0847826
Norovirus_GIII.1d,Norovirus_GIII.1g,0.915217,0.0847826
Norovirus_GIII.1d,Norovirus_GIII.1h,0.915217,0.0847826
Norovirus_GIII.1d,Norovirus_GIII.1i,0.915217,0.0847826
Norovirus_GIII.1d,Norovirus_GIII.1j,0.915217,0.0847826
Norovirus_GIII.1d,Norovirus_GIV.1a,0.891304,0.108696
Norovirus_GIII.1d,Norovirus_GIV.1b,0.865761,0.134239
Norovirus_GIII.1d,Norovirus_GIV.1c,0.870109,0.129891
Norovirus_GIII.1d,Norovirus_GIV.1d,0.866304,0.133696
Norovirus_GIII.1d,Norovirus_GIV.1e,0.891304,0.108696
Norovirus_GIII.1d,Norovirus_GIV.1f,0.891304,0.108696
