Program, Homo
Version, 2.0
Input file,../../work/4_mask/Mask.fst
Characters,Recoded amino acids (AGPST|DENQ|HKR|MIVL|WFY|C) [D6]
Sequences,63

Taxon 1,Taxon 2,Bowker,df,p,defs,dems,dcfs,Sites
Norovirus_GI.1i,Norovirus_GIV.1b,9.62697,13,0.724116,0.0137442,0.00890345,0.860544,1540
Norovirus_GI.1i,Norovirus_GIV.1c,24.6042,15,0.0555179,0.019202,0.0134927,1.28073,1544
Norovirus_GI.1i,Norovirus_GIV.1d,13.5115,13,0.409123,0.0159484,0.00922302,1.01948,1541
Norovirus_GI.1i,Norovirus_GIV.1e,12.4562,14,0.569716,0.0129027,0.0144652,0.943254,1552
Norovirus_GI.1i,Norovirus_GIV.1f,10.3389,14,0.73701,0.0120371,0.0136379,0.859356,1552
Norovirus_GI.1i,Norovirus_GIV.1g,12.0752,14,0.600261,0.0126918,0.0130467,0.928718,1552
Norovirus_GI.1i,Norovirus_GIV.1h,12.4562,14,0.569716,0.0129027,0.0144652,0.943254,1552
Norovirus_GI.1i,Norovirus_GIV.1i,12.0051,14,0.605895,0.00979297,0.0131734,0.926016,1552
Norovirus_GI.1i,Norovirus_GIV.1j,11.9755,14,0.60827,0.00989838,0.0136074,0.924875,1552
Norovirus_GI.1i,Norovirus_GV.1a,14.7608,15,0.46878,0.0140724,0.00773196,0.991995,1552
Norovirus_GI.1i,Norovirus_GV.1b,5.4146,14,0.979165,0.00828725,0.00532014,0.621898,1550
Norovirus_GI.1i,Norovirus_GV.1c,6.00004,14,0.96649,0.00925981,0.00645161,0.654656,1550
Norovirus_GI.1i,Norovirus_GV.1d,11.8972,15,0.686794,0.0130943,0.0081502,0.890588,1552
Norovirus_GI.1i,Norovirus_GV.1e,10.6773,15,0.775114,0.0118809,0.00611265,0.843696,1552
Norovirus_GI.1i,Norovirus_GV.1f,12.1404,15,0.668374,0.0120371,0.00705828,0.899644,1552
Norovirus_GI.1i,Norovirus_GV.1g,12.9342,15,0.607381,0.0129829,0.00705828,0.92859,1552
Norovirus_GI.1i,Norovirus_GV.1h,14.7608,15,0.46878,0.0140724,0.00773196,0.991995,1552
Norovirus_GI.1i,Norovirus_GV.1i,13.1258,15,0.592585,0.0132362,0.00669607,0.935441,1552
Norovirus_GI.1i,Norovirus_GV.1j,13.1258,15,0.592585,0.0132362,0.00669607,0.935441,1552
Norovirus_GI.1i,Norovirus_GVI.1a,13.7875,14,0.465658,0.0129989,0.014551,0.992382,1552
Norovirus_GI.1i,Norovirus_GVI.1b,13.6783,14,0.473942,0.00981414,0.012822,0.988444,1552
Norovirus_GI.1i,Norovirus_GVI.1c,8.62387,14,0.854365,0.00918029,0.0141459,0.784851,1552
Norovirus_GI.1i,Norovirus_GVI.1d,13.1788,14,0.512494,0.0116871,0.0132048,0.970229,1552
Norovirus_GI.1i,Norovirus_GVI.1e,13.1788,14,0.512494,0.0116871,0.0132048,0.970229,1552
Norovirus_GI.1i,Norovirus_GVI.1f,13.7875,14,0.465658,0.0129989,0.014551,0.992382,1552
Norovirus_GI.1i,Norovirus_GVI.1g,13.7753,14,0.466585,0.0109796,0.0173003,0.991941,1551
Norovirus_GI.1i,Norovirus_GVI.1h,8.55194,14,0.858639,0.00902062,0.0144364,0.781571,1552
Norovirus_GI.1i,Norovirus_GVI.1i,11.3414,14,0.659029,0.00859643,0.0117048,0.900057,1552
Norovirus_GI.1i,Norovirus_GVI.1j,11.3414,14,0.659029,0.00859643,0.0117048,0.900057,1552
Norovirus_GI.1i,Norovirus_GVII.1a,20.5849,15,0.150623,0.0175361,0.0154158,1.17146,1546
Norovirus_GI.1i,Norovirus_GVIII.1a,8.03614,13,0.841238,0.00983527,0.00778547,0.786234,1552
Norovirus_GI.1i,Norwalk-like_virus,17.6733,15,0.28023,0.0146647,0.0101059,1.08546,1552
Norovirus_GI.1j,Norovirus_GII.1a,11.4542,13,0.572822,0.0128543,0.00675779,0.938666,1552
Norovirus_GI.1j,Norovirus_GII.1b,19.041,14,0.163388,0.0176567,0.0105223,1.16622,1550
Norovirus_GI.1j,Norovirus_GII.1c,8.57672,13,0.804108,0.0105087,0.00840103,0.812249,1552
Norovirus_GI.1j,Norovirus_GII.1d,19.0722,13,0.120881,0.0176095,0.0118611,1.21124,1550
Norovirus_GI.1j,Norovirus_GII.1e,13.9343,14,0.45462,0.0103895,0.00597527,0.99765,1552
Norovirus_GI.1j,Norovirus_GII.1f,10.7336,13,0.633126,0.0120887,0.00942573,0.908658,1552
Norovirus_GI.1j,Norovirus_GII.1g,12.3353,13,0.50036,0.0137742,0.00902062,0.974099,1552
Norovirus_GI.1j,Norovirus_GII.1h,10.1472,13,0.681856,0.0117402,0.00554274,0.883489,1552
Norovirus_GI.1j,Norovirus_GII.1i,10.0879,13,0.686727,0.0121913,0.00482172,0.880906,1552
Norovirus_GI.1j,Norovirus_GII.1j,10.7847,13,0.628846,0.0100648,0.00482172,0.910821,1552
Norovirus_GI.1j,Norovirus_GIII.1a,15.1106,14,0.370638,0.0132519,0.0219072,1.03891,1552
Norovirus_GI.1j,Norovirus_GIII.1b,15.1106,14,0.370638,0.0132519,0.0219072,1.03891,1552
Norovirus_GI.1j,Norovirus_GIII.1c,18.6939,15,0.227942,0.0157504,0.024567,1.11636,1550
Norovirus_GI.1j,Norovirus_GIII.1d,13.5164,14,0.486327,0.0122592,0.0212531,0.982575,1552
Norovirus_GI.1j,Norovirus_GIII.1e,14.8384,14,0.389287,0.0132676,0.0234274,1.02951,1552
Norovirus_GI.1j,Norovirus_GIII.1f,14.218,14,0.433601,0.0126591,0.0213506,1.00775,1552
Norovirus_GI.1j,Norovirus_GIII.1g,14.2368,14,0.43222,0.0126262,0.0213506,1.00842,1552
Norovirus_GI.1j,Norovirus_GIII.1h,16.8936,14,0.261891,0.0142191,0.0242117,1.09849,1552
Norovirus_GI.1j,Norovirus_GIII.1i,17.2765,15,0.302603,0.0139984,0.0237092,1.07321,1552
Norovirus_GI.1j,Norovirus_GIII.1j,14.218,14,0.433601,0.0126591,0.0213506,1.00775,1552
Norovirus_GI.1j,Norovirus_GIV.1a,13.2875,14,0.504024,0.0136074,0.0154639,0.97422,1552
Norovirus_GI.1j,Norovirus_GIV.1b,10.1849,13,0.678753,0.0142117,0.00871195,0.885127,1540
Norovirus_GI.1j,Norovirus_GIV.1c,24.4563,15,0.0577396,0.0193652,0.0125588,1.27688,1544
Norovirus_GI.1j,Norovirus_GIV.1d,14.3889,13,0.347034,0.0164808,0.00889767,1.05207,1541
Norovirus_GI.1j,Norovirus_GIV.1e,13.2875,14,0.504024,0.0136074,0.0154639,0.97422,1552
Norovirus_GI.1j,Norovirus_GIV.1f,11.1796,14,0.671873,0.0127896,0.0149173,0.893612,1552
Norovirus_GI.1j,Norovirus_GIV.1g,12.9093,14,0.533681,0.0133766,0.0141166,0.960255,1552
Norovirus_GI.1j,Norovirus_GIV.1h,13.2875,14,0.504024,0.0136074,0.0154639,0.97422,1552
Norovirus_GI.1j,Norovirus_GIV.1i,12.3628,14,0.57719,0.0100027,0.0140871,0.939712,1552
Norovirus_GI.1j,Norovirus_GIV.1j,12.2816,14,0.583697,0.0100234,0.0143209,0.936621,1552
Norovirus_GI.1j,Norovirus_GV.1a,15.0526,15,0.447636,0.0140281,0.0081502,1.00175,1552
Norovirus_GI.1j,Norovirus_GV.1b,5.29509,14,0.981267,0.00766087,0.0049134,0.614996,1550
Norovirus_GI.1j,Norovirus_GV.1c,5.8854,14,0.969298,0.0087037,0.00651581,0.648371,1550
Norovirus_GI.1j,Norovirus_GV.1d,12.1233,15,0.669676,0.0131102,0.00902062,0.899009,1552
Norovirus_GI.1j,Norovirus_GV.1e,10.7801,15,0.768023,0.0117579,0.0061802,0.847745,1552
Norovirus_GI.1j,Norovirus_GV.1f,12.2588,15,0.659346,0.0119505,0.00728976,0.90402,1552
Norovirus_GI.1j,Norovirus_GV.1g,13.0354,15,0.599565,0.0128705,0.00728976,0.932215,1552
Norovirus_GI.1j,Norovirus_GV.1h,15.0526,15,0.447636,0.0140281,0.0081502,1.00175,1552
Norovirus_GI.1j,Norovirus_GV.1i,13.3022,15,0.578972,0.0131576,0.00711686,0.941706,1552
Norovirus_GI.1j,Norovirus_GV.1j,13.3022,15,0.578972,0.0131576,0.00711686,0.941706,1552
Norovirus_GI.1j,Norovirus_GVI.1a,14.6731,14,0.400862,0.0137289,0.0158091,1.02376,1552
Norovirus_GI.1j,Norovirus_GVI.1b,14.3522,14,0.423815,0.0104889,0.0134231,1.0125,1552
Norovirus_GI.1j,Norovirus_GVI.1c,8.96726,14,0.833142,0.00940369,0.0155709,0.800324,1552
Norovirus_GI.1j,Norovirus_GVI.1d,13.9093,14,0.456492,0.0122592,0.0138493,0.996754,1552
Norovirus_GI.1j,Norovirus_GVI.1e,13.9093,14,0.456492,0.0122592,0.0138493,0.996754,1552
Norovirus_GI.1j,Norovirus_GVI.1f,14.6731,14,0.400862,0.0137289,0.0158091,1.02376,1552
Norovirus_GI.1j,Norovirus_GVI.1g,14.2306,14,0.432677,0.0113702,0.0177276,1.0082,1551
Norovirus_GI.1j,Norovirus_GVI.1h,8.91507,14,0.836452,0.00929266,0.0158877,0.797992,1552
Norovirus_GI.1j,Norovirus_GVI.1i,12.0754,14,0.60025,0.00940369,0.0127571,0.928723,1552
Norovirus_GI.1j,Norovirus_GVI.1j,12.0754,14,0.60025,0.00940369,0.0127571,0.928723,1552
Norovirus_GI.1j,Norovirus_GVII.1a,20.1357,15,0.166788,0.0175481,0.0139632,1.15861,1546
Norovirus_GI.1j,Norovirus_GVIII.1a,8.25734,13,0.826441,0.0102081,0.00783861,0.796982,1552
Norovirus_GI.1j,Norwalk-like_virus,17.4809,15,0.29094,0.0143644,0.0107431,1.07953,1552
Norovirus_GII.1a,Norovirus_GII.1b,5.94863,13,0.948002,0.00478464,0.00408036,0.676452,1550
Norovirus_GII.1a,Norovirus_GII.1c,14.0769,12,0.295823,0.00576306,0.00740279,1.08309,1552
Norovirus_GII.1a,Norovirus_GII.1d,10.5373,12,0.56893,0.00776877,0.00670471,0.937075,1550
Norovirus_GII.1a,Norovirus_GII.1e,10.2922,12,0.590347,0.00473484,0.00590538,0.92611,1552
Norovirus_GII.1a,Norovirus_GII.1f,10.4367,11,0.491588,0.00569057,0.00554274,0.974058,1552
Norovirus_GII.1a,Norovirus_GII.1g,10.5587,12,0.567066,0.00482172,0.00507346,0.938026,1552
Norovirus_GII.1a,Norovirus_GII.1h,9.49251,10,0.486085,0.0040751,0.00604435,0.974295,1552
Norovirus_GII.1a,Norovirus_GII.1i,14.1333,10,0.166996,0.00594043,0.00820098,1.18884,1552
Norovirus_GII.1a,Norovirus_GII.1j,6.19608,10,0.798529,0.00302218,0.00446405,0.787152,1552
Norovirus_GII.1a,Norovirus_GIII.1a,17.3444,14,0.23829,0.0135156,0.0251701,1.11305,1552
Norovirus_GII.1a,Norovirus_GIII.1b,17.3444,14,0.23829,0.0135156,0.0251701,1.11305,1552
Norovirus_GII.1a,Norovirus_GIII.1c,14.7459,14,0.395743,0.0137315,0.0254164,1.02629,1550
Norovirus_GII.1a,Norovirus_GIII.1d,16.0533,14,0.310131,0.0129188,0.0234628,1.07082,1552
Norovirus_GII.1a,Norovirus_GIII.1e,16.4414,14,0.287165,0.0138493,0.0256925,1.08369,1552
Norovirus_GII.1a,Norovirus_GIII.1f,15.4691,14,0.346856,0.0127082,0.0234274,1.05116,1552
Norovirus_GII.1a,Norovirus_GIII.1g,15.4691,14,0.346856,0.0127082,0.0234274,1.05116,1552
Norovirus_GII.1a,Norovirus_GIII.1h,17.5326,14,0.228906,0.0144077,0.0263625,1.11907,1552
Norovirus_GII.1a,Norovirus_GIII.1i,16.4287,14,0.287902,0.0142629,0.0259017,1.08327,1552
Norovirus_GII.1a,Norovirus_GIII.1j,15.4691,14,0.346856,0.0127082,0.0234274,1.05116,1552
Norovirus_GII.1a,Norovirus_GIV.1a,11.4089,15,0.723108,0.00897448,0.0128866,0.872119,1552
Norovirus_GII.1a,Norovirus_GIV.1b,9.22917,14,0.816095,0.00861461,0.00904441,0.811928,1540
Norovirus_GII.1a,Norovirus_GIV.1c,23.4732,14,0.052992,0.011694,0.0166641,1.29486,1544
Norovirus_GII.1a,Norovirus_GIV.1d,10.1942,14,0.747854,0.00831035,0.0102193,0.85332,1541
Norovirus_GII.1a,Norovirus_GIV.1e,11.4089,15,0.723108,0.00897448,0.0128866,0.872119,1552
Norovirus_GII.1a,Norovirus_GIV.1f,9.83023,15,0.830281,0.00822625,0.0110855,0.809536,1552
Norovirus_GII.1a,Norovirus_GIV.1g,11.897,15,0.68681,0.00832658,0.0112712,0.890579,1552
Norovirus_GII.1a,Norovirus_GIV.1h,11.4089,15,0.723108,0.00897448,0.0128866,0.872119,1552
Norovirus_GII.1a,Norovirus_GIV.1i,9.3788,15,0.856893,0.00678844,0.0101878,0.79073,1552
Norovirus_GII.1a,Norovirus_GIV.1j,9.1591,15,0.869052,0.00675779,0.0106656,0.781413,1552
Norovirus_GII.1a,Norovirus_GV.1a,11.591,15,0.709689,0.00935943,0.0081502,0.879051,1552
Norovirus_GII.1a,Norovirus_GV.1b,12.7244,14,0.548329,0.00921475,0.0096989,0.953356,1550
Norovirus_GII.1a,Norovirus_GV.1c,13.4244,14,0.493408,0.0098268,0.0106793,0.979229,1550
Norovirus_GII.1a,Norovirus_GV.1d,10.3418,15,0.797709,0.00935943,0.00888147,0.830332,1552
Norovirus_GII.1a,Norovirus_GV.1e,11.8821,15,0.687931,0.00890482,0.0084993,0.890022,1552
Norovirus_GII.1a,Norovirus_GV.1f,13.3192,15,0.57766,0.00890482,0.008548,0.942308,1552
Norovirus_GII.1a,Norovirus_GV.1g,13.3192,15,0.57766,0.00890482,0.008548,0.942308,1552
Norovirus_GII.1a,Norovirus_GV.1h,11.591,15,0.709689,0.00935943,0.0081502,0.879051,1552
Norovirus_GII.1a,Norovirus_GV.1i,13.4363,15,0.568639,0.00888147,0.00783861,0.946442,1552
Norovirus_GII.1a,Norovirus_GV.1j,13.4363,15,0.568639,0.00888147,0.00783861,0.946442,1552
Norovirus_GII.1a,Norovirus_GVI.1a,12.0255,15,0.677095,0.00804768,0.0114539,0.895378,1552
Norovirus_GII.1a,Norovirus_GVI.1b,9.08251,15,0.873164,0.00791766,0.0110855,0.778139,1552
Norovirus_GII.1a,Norovirus_GVI.1c,11.4238,15,0.722015,0.00748644,0.00972917,0.872689,1552
Norovirus_GII.1a,Norovirus_GVI.1d,9.28663,15,0.86206,0.00783861,0.0120198,0.786835,1552
Norovirus_GII.1a,Norovirus_GVI.1e,9.28663,15,0.86206,0.00783861,0.0120198,0.786835,1552
Norovirus_GII.1a,Norovirus_GVI.1f,12.0255,15,0.677095,0.00804768,0.0114539,0.895378,1552
Norovirus_GII.1a,Norovirus_GVI.1g,9.04806,15,0.874991,0.00768303,0.0147589,0.776662,1551
Norovirus_GII.1a,Norovirus_GVI.1h,11.4993,15,0.716464,0.00762381,0.00989838,0.875568,1552
Norovirus_GII.1a,Norovirus_GVI.1i,9.82361,15,0.830686,0.00675779,0.00902062,0.809263,1552
Norovirus_GII.1a,Norovirus_GVI.1j,9.82361,15,0.830686,0.00675779,0.00902062,0.809263,1552
Norovirus_GII.1a,Norovirus_GVII.1a,27.6309,14,0.0159201,0.0140379,0.0193401,1.40486,1546
Norovirus_GII.1a,Norovirus_GVIII.1a,12.6689,12,0.393555,0.00503238,0.00751411,1.02749,1552
Norovirus_GII.1a,Norwalk-like_virus,15.4605,13,0.279493,0.00507346,0.00631312,1.09054,1552
Norovirus_GII.1b,Norovirus_GII.1c,13.1117,15,0.593667,0.00524132,0.00952569,0.934942,1550
Norovirus_GII.1b,Norovirus_GII.1d,7.853,11,0.726408,0.00370617,0.00612054,0.844932,1550
Norovirus_GII.1b,Norovirus_GII.1e,8.85988,12,0.71485,0.00508001,0.00816072,0.859257,1550
Norovirus_GII.1b,Norovirus_GII.1f,9.01018,13,0.772174,0.004423,0.00712604,0.832521,1550
Norovirus_GII.1b,Norovirus_GII.1g,8.45153,13,0.812992,0.00418112,0.00645161,0.806299,1550
Norovirus_GII.1b,Norovirus_GII.1h,10.415,13,0.659696,0.00682775,0.00851026,0.895072,1550
Norovirus_GII.1b,Norovirus_GII.1i,10.5667,13,0.647068,0.00703788,0.0108341,0.901566,1550
Norovirus_GII.1b,Norovirus_GII.1j,5.76249,12,0.927578,0.00605215,0.00763365,0.69297,1550
Norovirus_GII.1b,Norovirus_GIII.1a,19.3676,15,0.197556,0.0151853,0.026632,1.1363,1550
Norovirus_GII.1b,Norovirus_GIII.1b,19.3676,15,0.197556,0.0151853,0.026632,1.1363,1550
Norovirus_GII.1b,Norovirus_GIII.1c,13.151,15,0.590632,0.0141678,0.0258882,0.936342,1548
Norovirus_GII.1b,Norovirus_GIII.1d,16.7547,15,0.333737,0.0145698,0.0245501,1.05687,1550
Norovirus_GII.1b,Norovirus_GIII.1e,16.2287,15,0.367016,0.0142667,0.0267411,1.04015,1550
Norovirus_GII.1b,Norovirus_GIII.1f,16.0114,15,0.381297,0.013957,0.0244311,1.03316,1550
Norovirus_GII.1b,Norovirus_GIII.1g,15.9672,15,0.384238,0.013957,0.0244311,1.03173,1550
Norovirus_GII.1b,Norovirus_GIII.1h,17.6615,15,0.280881,0.0149644,0.0272957,1.08509,1550
Norovirus_GII.1b,Norovirus_GIII.1i,16.3062,15,0.362002,0.0147684,0.0268654,1.04263,1550
Norovirus_GII.1b,Norovirus_GIII.1j,16.0114,15,0.381297,0.013957,0.0244311,1.03316,1550
Norovirus_GII.1b,Norovirus_GIV.1a,6.74504,15,0.964342,0.0058777,0.011826,0.670574,1550
Norovirus_GII.1b,Norovirus_GIV.1b,6.95166,15,0.958977,0.00741336,0.013762,0.680767,1538
Norovirus_GII.1b,Norovirus_GIV.1c,27.8156,14,0.015051,0.0132588,0.0180187,1.40955,1542
Norovirus_GII.1b,Norovirus_GIV.1d,8.02547,15,0.922758,0.00699826,0.0134426,0.731458,1539
Norovirus_GII.1b,Norovirus_GIV.1e,6.74504,15,0.964342,0.0058777,0.011826,0.670574,1550
Norovirus_GII.1b,Norovirus_GIV.1f,5.43379,15,0.987773,0.00547438,0.0094819,0.601874,1550
Norovirus_GII.1b,Norovirus_GIV.1g,6.12406,15,0.977588,0.0057705,0.0106011,0.638961,1550
Norovirus_GII.1b,Norovirus_GIV.1h,6.74504,15,0.964342,0.0058777,0.011826,0.670574,1550
Norovirus_GII.1b,Norovirus_GIV.1i,5.64288,15,0.985143,0.00408036,0.00841187,0.613345,1550
Norovirus_GII.1b,Norovirus_GIV.1j,5.87954,15,0.981701,0.00465232,0.00889293,0.626075,1550
Norovirus_GII.1b,Norovirus_GV.1a,10.7006,15,0.773514,0.00823687,0.00961269,0.844615,1550
Norovirus_GII.1b,Norovirus_GV.1b,18.037,14,0.205099,0.00938362,0.0119465,1.13506,1548
Norovirus_GII.1b,Norovirus_GV.1c,17.9786,14,0.207759,0.00958165,0.0130804,1.13322,1548
Norovirus_GII.1b,Norovirus_GV.1d,10.319,15,0.799211,0.00896287,0.00956929,0.829416,1550
Norovirus_GII.1b,Norovirus_GV.1e,12.4188,15,0.647092,0.00757893,0.0104826,0.909901,1550
Norovirus_GII.1b,Norovirus_GV.1f,12.7583,15,0.62096,0.00792787,0.0102009,0.922255,1550
Norovirus_GII.1b,Norovirus_GV.1g,12.7583,15,0.62096,0.00792787,0.0102009,0.922255,1550
Norovirus_GII.1b,Norovirus_GV.1h,10.7006,15,0.773514,0.00823687,0.00961269,0.844615,1550
Norovirus_GII.1b,Norovirus_GV.1i,12.6579,15,0.628705,0.00763365,0.00934928,0.918617,1550
Norovirus_GII.1b,Norovirus_GV.1j,12.6579,15,0.628705,0.00763365,0.00934928,0.918617,1550
Norovirus_GII.1b,Norovirus_GVI.1a,6.90285,15,0.96029,0.00562439,0.00952569,0.678373,1550
Norovirus_GII.1b,Norovirus_GVI.1b,5.98937,15,0.979926,0.0049974,0.0106403,0.631895,1550
Norovirus_GII.1b,Norovirus_GVI.1c,3.93018,15,0.997957,0.00446981,0.00718421,0.511871,1550
Norovirus_GII.1b,Norovirus_GVI.1d,7.23337,15,0.950847,0.00543623,0.0116844,0.694424,1550
Norovirus_GII.1b,Norovirus_GVI.1e,7.23337,15,0.950847,0.00543623,0.0116844,0.694424,1550
Norovirus_GII.1b,Norovirus_GVI.1f,6.90285,15,0.96029,0.00562439,0.00952569,0.678373,1550
Norovirus_GII.1b,Norovirus_GVI.1g,6.67467,15,0.966057,0.00680158,0.0134181,0.667067,1549
Norovirus_GII.1b,Norovirus_GVI.1h,4.03199,15,0.997631,0.00478464,0.00735597,0.518459,1550
Norovirus_GII.1b,Norovirus_GVI.1i,7.29098,15,0.949067,0.00381683,0.00774194,0.697184,1550
Norovirus_GII.1b,Norovirus_GVI.1j,7.29098,15,0.949067,0.00381683,0.00774194,0.697184,1550
Norovirus_GII.1b,Norovirus_GVII.1a,27.5959,14,0.0160902,0.0126586,0.0210866,1.40397,1544
Norovirus_GII.1b,Norovirus_GVIII.1a,13.5277,15,0.561611,0.00532014,0.0098268,0.949655,1550
Norovirus_GII.1b,Norwalk-like_virus,8.53265,13,0.807254,0.00402903,0.00605215,0.810159,1550
Norovirus_GII.1c,Norovirus_GII.1d,10.5205,14,0.723222,0.00622171,0.00916946,0.866872,1550
Norovirus_GII.1c,Norovirus_GII.1e,6.05758,10,0.810403,0.00273366,0.00386598,0.778304,1552
Norovirus_GII.1c,Norovirus_GII.1f,10.4838,8,0.232699,0.00579897,0.00590538,1.14476,1552
Norovirus_GII.1c,Norovirus_GII.1g,12.1363,9,0.205733,0.00628015,0.00604435,1.16124,1552
Norovirus_GII.1c,Norovirus_GII.1h,12.0551,13,0.523133,0.00546732,0.00840103,0.962971,1552
Norovirus_GII.1c,Norovirus_GII.1i,11.8583,13,0.539294,0.00597527,0.0101878,0.95508,1552
Norovirus_GII.1c,Norovirus_GII.1j,15.8213,13,0.258912,0.0065709,0.00611265,1.10319,1552
Norovirus_GII.1c,Norovirus_GIII.1a,12.4627,14,0.569199,0.0130467,0.023178,0.943499,1552
Norovirus_GII.1c,Norovirus_GIII.1b,12.4627,14,0.569199,0.0130467,0.023178,0.943499,1552
Norovirus_GII.1c,Norovirus_GIII.1c,13.4513,15,0.567486,0.0153081,0.0241397,0.946969,1550
Norovirus_GII.1c,Norovirus_GIII.1d,11.0335,14,0.683399,0.0122592,0.0214669,0.887756,1552
Norovirus_GII.1c,Norovirus_GIII.1e,11.3703,14,0.656734,0.0133144,0.0240569,0.901201,1552
Norovirus_GII.1c,Norovirus_GIII.1f,10.6463,14,0.713568,0.0121572,0.0216211,0.87204,1552
Norovirus_GII.1c,Norovirus_GIII.1g,10.6463,14,0.713568,0.0121572,0.0216211,0.87204,1552
Norovirus_GII.1c,Norovirus_GIII.1h,13.0293,14,0.524218,0.0143209,0.0247543,0.964709,1552
Norovirus_GII.1c,Norovirus_GIII.1i,12.2991,14,0.582293,0.0142337,0.0244506,0.937289,1552
Norovirus_GII.1c,Norovirus_GIII.1j,10.6463,14,0.713568,0.0121572,0.0216211,0.87204,1552
Norovirus_GII.1c,Norovirus_GIV.1a,17.7884,15,0.273951,0.0113811,0.0196494,1.08899,1552
Norovirus_GII.1c,Norovirus_GIV.1b,13.6112,14,0.479061,0.0128892,0.0167829,0.986016,1540
Norovirus_GII.1c,Norovirus_GIV.1c,19.2924,14,0.154075,0.0101169,0.0131781,1.17389,1544
Norovirus_GII.1c,Norovirus_GIV.1d,18.5263,13,0.138539,0.0121577,0.0160536,1.19378,1541
Norovirus_GII.1c,Norovirus_GIV.1e,17.7884,15,0.273951,0.0113811,0.0196494,1.08899,1552
Norovirus_GII.1c,Norovirus_GIV.1f,15.491,15,0.416665,0.0109156,0.0177863,1.01623,1552
Norovirus_GII.1c,Norovirus_GIV.1g,13.6043,14,0.479585,0.00991933,0.0183153,0.985768,1552
Norovirus_GII.1c,Norovirus_GIV.1h,17.7884,15,0.273951,0.0113811,0.0196494,1.08899,1552
Norovirus_GII.1c,Norovirus_GIV.1i,12.9753,15,0.604206,0.00857225,0.0169252,0.930064,1552
Norovirus_GII.1c,Norovirus_GIV.1j,12.4305,15,0.646195,0.00878749,0.0171687,0.91033,1552
Norovirus_GII.1c,Norovirus_GV.1a,9.926,15,0.824369,0.00786505,0.00981414,0.81347,1552
Norovirus_GII.1c,Norovirus_GV.1b,8.4904,14,0.862247,0.00782216,0.0111372,0.778754,1550
Norovirus_GII.1c,Norovirus_GV.1c,8.22221,14,0.877431,0.00763365,0.0112117,0.766356,1550
Norovirus_GII.1c,Norovirus_GV.1d,10.2078,15,0.806467,0.00781208,0.00955696,0.824938,1552
Norovirus_GII.1c,Norovirus_GV.1e,7.11716,14,0.930101,0.0064433,0.0101469,0.713,1552
Norovirus_GII.1c,Norovirus_GV.1f,10.6854,15,0.774561,0.006665,0.00989838,0.844014,1552
Norovirus_GII.1c,Norovirus_GV.1g,10.6854,15,0.774561,0.006665,0.00989838,0.844014,1552
Norovirus_GII.1c,Norovirus_GV.1h,9.926,15,0.824369,0.00786505,0.00981414,0.81347,1552
Norovirus_GII.1c,Norovirus_GV.1i,10.504,15,0.786895,0.0064433,0.0101878,0.836821,1552
Norovirus_GII.1c,Norovirus_GV.1j,10.504,15,0.786895,0.0064433,0.0101878,0.836821,1552
Norovirus_GII.1c,Norovirus_GVI.1a,15.9198,15,0.3874,0.00991933,0.0178329,1.0302,1552
Norovirus_GII.1c,Norovirus_GVI.1b,12.749,15,0.621681,0.00895132,0.0178329,0.921917,1552
Norovirus_GII.1c,Norovirus_GVI.1c,14.1933,15,0.510921,0.00820098,0.0157565,0.972739,1552
Norovirus_GII.1c,Norovirus_GVI.1d,14.0203,15,0.523992,0.00946968,0.0188294,0.966791,1552
Norovirus_GII.1c,Norovirus_GVI.1e,14.0203,15,0.523992,0.00946968,0.0188294,0.966791,1552
Norovirus_GII.1c,Norovirus_GVI.1f,15.9198,15,0.3874,0.00991933,0.0178329,1.0302,1552
Norovirus_GII.1c,Norovirus_GVI.1g,16.7282,15,0.33537,0.0103159,0.0208523,1.05604,1551
Norovirus_GII.1c,Norovirus_GVI.1h,14.2092,15,0.509727,0.00822625,0.0156507,0.973283,1552
Norovirus_GII.1c,Norovirus_GVI.1i,12.5976,15,0.633348,0.00812469,0.0160178,0.916428,1552
Norovirus_GII.1c,Norovirus_GVI.1j,12.5976,15,0.633348,0.00812469,0.0160178,0.916428,1552
Norovirus_GII.1c,Norovirus_GVII.1a,19.6819,13,0.103432,0.0115709,0.0166677,1.23044,1546
Norovirus_GII.1c,Norovirus_GVIII.1a,1,3,0.801252,0.00064433,0.00091122,0.57735,1552
Norovirus_GII.1c,Norwalk-like_virus,12.2479,12,0.425984,0.00397192,0.00597527,1.01027,1552
Norovirus_GII.1d,Norovirus_GII.1e,14.6267,12,0.262487,0.00795408,0.00956929,1.10403,1550
Norovirus_GII.1d,Norovirus_GII.1f,10.3626,13,0.664046,0.00712604,0.00836225,0.892819,1550
Norovirus_GII.1d,Norovirus_GII.1g,9.08207,13,0.766718,0.00625507,0.00706739,0.835835,1550
Norovirus_GII.1d,Norovirus_GII.1h,10.4863,12,0.573377,0.00766087,0.0124768,0.934804,1550
Norovirus_GII.1d,Norovirus_GII.1i,9.95023,12,0.620327,0.0074961,0.0145125,0.910596,1550
Norovirus_GII.1d,Norovirus_GII.1j,8.59089,12,0.73742,0.00685816,0.0105223,0.846113,1550
Norovirus_GII.1d,Norovirus_GIII.1a,12.3865,14,0.575293,0.0120526,0.0233509,0.940612,1550
